project_id,project_name,state_abbr,category_id,contractor_id,status,budget_million_usd,actual_cost_million_usd,cost_overrun_pct,planned_start_date,actual_start_date,planned_end_date,actual_end_date,federal_funding_pct,congressional_district,project_manager,created_at,last_updated
473,US-620 Resurfacing Project,TX,1,11,Active,252.19,301.87,,2019-07-14,28/09/2021,2028-04-25,,77.9,2,Lisa Davis,2020-06-14,2024-08-03
474,New Orleans Water Main Upgrade,NE,3,n/a,Planning,1079.08,,,2020-09-30,,26/07/2026,,23.2,10,Sarah Miller,08-24-2018,09/27/2022
475,Kansas City Water Main Upgrade,NC,8,14,ACTIVE,3024.98,2910.03,-3.8,2019/07/03,12/01/2021,2025/11/13,2025/11/18,41.5,35,Jennifer Williams,2019/02/22,03-17-2022
476,Bridge 449 Structural Repairs,UT,5,1,TBD,2341.68,2327.63,-0.6,05/01/2024,03-25-2019,05-31-2028,2022-03-08,49.4,40,Karen Brown,25/06/2017,2024-06-14
477,Highway 703 Widening,NJ,2,6,Delayed,623.64,?,-4.3,2021-09-08,2018-01-07,2024-05-02,,65.7,1,James Johnson,02/07/2017,28/01/2025
478,Kansas City Emergency Communications,WA,15,15,TBD,188.34,179.68,-4.6,2021-10-11,2021/05/14,02-04-2028,06-18-2022,76.6,36,Michael Taylor,06/13/2018,2024-03-06
479,Detroit Airport Terminal Expansion,PA,6,7,TBD,126.36,140.39,11.1,10/22/2020,2021/03/06,07-11-2028,,73.4,18,Michael Moore,2019-06-24,10-31-2022
480,I-422 Safety Improvements,NC,8,8,Active,3994.37,4238.03,6.1,,13/03/2018,2022-02-04,,37.7,11,Karen Williams,,02/20/2025
481,Austin Water Main Upgrade,MS,3,15,,3131.81,3250.82,3.8,2019-06-05,05-14-2024,10/16/2026,21/05/2022,41.1,9,James Miller,,02-06-2024
482,Miami Stormwater System,TN,1,12,Completed,2065.89,2115.47,2.4,08-20-2020,03/12/2021,04/05/2028,2024-05-13,25.0,27,Thomas Brown,01/12/2017,10-13-2023
483,US-679 Resurfacing Project,HI,5,16,Active,252.85,266.5,5.4,03/03/2018,05/30/2018,18/08/2026,,78.5,7,Thomas Miller,2019-10-23,03-04-2025
484,Boston Water Main Upgrade,MD,11,27,Completed,2572.52,3439.46,33.7,18/02/2024,2024-03-04,2022-11-25,2024-12-23,28.8,16,James Moore,04-24-2018,09/21/2023
485,Downtown Baltimore Transit Hub,TN,14,1,Active,3124.82,3793.53,21.4,01-18-2018,,,,28.5,46,Patricia Anderson,2019-02-28,19/04/2022
486,Denver School District Renovation,VT,11,18,Completed,N/A,4937.89,32.9,2019-09-30,,2028/12/01,15/04/2022,TBD,17,Maria Thomas,,2023-08-07
487,Oregon Interstate 707 Reconstruction,OR,2,14,On Hold,3272.74,3878.2,n/a,2019/09/26,06-16-2019,2024/04/10,,60.6,49,Karen Moore,05/30/2018,09/12/2024
488,New Jersey Electric Grid Hardening,NJ,14,4,Under Review,2530.55,3370.69,33.2,03-08-2024,,11/02/2027,,35.6,,Lisa Johnson,03/08/2019,2024-06-25
489,Seattle Wastewater Treatment Plant,ME,9,25,ACTIVE,2951.98,,,,01-14-2024,2024/06/28,,54.7,19,Thomas Miller,2019/10/28,05/16/2022
490,Austin Water Main Upgrade,WI,9,3,Planning,498.11,,,05/02/2021,,08/05/2027,,45.2,,Robert Taylor,11/02/2019,2025-04-13
491,US-233 Resurfacing Project,VT,11,26,N/A,79.71,87.52,9.8,13/04/2021,2022-11-18,23/02/2026,07/28/2023,45.4,30,Lisa Brown,,01-04-2024
492,Baltimore Flood Control Project,SD,8,22,Active,726.0,784.08,8.0,06-04-2022,2023/12/04,08/07/2026,,78.9,29,Robert Anderson,2019/11/24,2023/09/07
493,New York Interstate 530 Reconstruction,NY,7,29,TBD,2198.16,2521.29,14.7,08-15-2020,12-24-2019,08-24-2022,,61.6,50,Jennifer Davis,06-16-2018,13/01/2022
494,Pennsylvania Interstate 852 Reconstruction,PA,10,23,Completed,1090.99,1497.93,37.3,08/05/2023,05-10-2020,2026/07/07,09-24-2022,47.3,14,Robert Johnson,2020-12-17,2022/12/27
495,Seattle Flood Control Project,CA,4,,TBD,3137.01,TBD,44.7,18/05/2024,2024-03-01,2022-02-26,,25.7,18,Robert Moore,07-05-2018,10/11/2024
496,US-577 Resurfacing Project,GA,14,26,Active,1863.4,2681.43,43.9,03/24/2024,22/01/2018,2028-01-21,,33.3,37,James Moore,2021/03/29,2023-10-28
497,Kansas City School District Renovation,NC,14,,Completed,3461.15,4073.77,17.7,2019-11-12,2024/03/14,,2023-12-30,78.6,38,Lisa Miller,2020-06-30,04-15-2025
498,Portland Wastewater Treatment Plant,TN,10,2,Completed,145.78,154.96,6.3,2019-10-05,28/11/2021,2024/02/28,05-22-2023,32.4,1,Robert Davis,01/03/2019,05/18/2022
499,Phoenix School District Renovation,KY,15,6,delayed,112.43,138.51,23.2,01/15/2024,,2023/05/17,09/16/2022,TBD,51,David Miller,2017/07/05,28/11/2022
500,Downtown Phoenix Transit Hub,MN,10,26,Active,319.72,?,6.5,2023-05-27,,2024/08/08,,63.4,,Michael Miller,2019-08-28,
